Date,Heure,Debit
25/08/2023,17,13385.51843
26/08/2023,17,13132.67066
27/08/2023,17,13082.23004
28/08/2023,17,12485.72972
29/08/2023,17,11776.81296
30/08/2023,17,11530.33645
31/08/2023,17,12423.51371
1/9/2023,17,12922.70374
2/9/2023,17,12785.28708
3/9/2023,17,12444.65114
4/9/2023,17,12247.64675
5/9/2023,17,12504.7447
6/9/2023,17,12506.72385
7/9/2023,17,12462.07235
8/9/2023,17,12697.5839
9/9/2023,17,12080.92487
10/9/2023,17,11461.39483
11/9/2023,17,10852.14281
12/9/2023,17,10969.94695
13/09/2023,17,11377.10166
14/09/2023,17,11946.69784
15/09/2023,17,11288.55459
16/09/2023,17,10781.34465
17/09/2023,17,11746.67341
18/09/2023,17,11176.78799
19/09/2023,17,11717.59262
20/09/2023,17,13658.11329
21/09/2023,17,13547.11447
22/09/2023,17,13185.13751
23/09/2023,17,12449.05304
24/09/2023,17,11356.29105
25/09/2023,17,10941.0379
26/09/2023,17,11140.37944
27/09/2023,17,10620.89704
28/09/2023,17,10234.51202
29/09/2023,17,10270.21418
30/09/2023,17,10452.5112
1/10/2023,17,10763.34345
2/10/2023,17,11508.77057
3/10/2023,17,11052.63665
4/10/2023,17,11106.67221
5/10/2023,17,11544.51757
6/10/2023,17,11442.80098
7/10/2023,17,10730.74024
8/10/2023,17,11287.38627
9/10/2023,17,12178.34315
10/10/2023,17,12013.59327
11/10/2023,17,11922.1124
12/10/2023,17,11662.89655
13/10/2023,17,11591.63864
14/10/2023,17,11475.06229
15/10/2023,17,10865.29725
16/10/2023,17,12194.83469
17/10/2023,17,12941.05651
18/10/2023,17,13055.00524
19/10/2023,17,12723.79271
20/10/2023,17,11961.84293
21/10/2023,17,11105.38238
22/10/2023,17,12810.43759
23/10/2023,17,14423.15902
24/10/2023,17,14418.92676
25/10/2023,17,13506.45932
26/10/2023,17,12840.15315
27/10/2023,17,12949.63321
28/10/2023,17,14311.71571
29/10/2023,17,14237.02794
30/10/2023,17,13780.11503
31/10/2023,17,14758.86964
1/11/2023,17,15169.78531
2/11/2023,17,16487.99364
3/11/2023,17,15778.6402
4/11/2023,17,14722.20127
5/11/2023,17,14358.82242
6/11/2023,17,14137.31114
7/11/2023,17,13439.09597
8/11/2023,17,13706.96892
9/11/2023,17,13535.57822
10/11/2023,17,13729.87446
11/11/2023,17,13264.91573
12/11/2023,17,13101.6643
13/11/2023,17,12743.76369
14/11/2023,17,13091.78256
15/11/2023,17,13538.30049
16/11/2023,17,13250.46504
17/11/2023,17,12900.80625
18/11/2023,17,12902.12638
19/11/2023,17,13919.52048
20/11/2023,17,13591.84717
21/11/2023,17,12984.2248
22/11/2023,17,11950.92106
23/11/2023,17,12042.93001
24/11/2023,17,13258.30121
25/11/2023,17,13179.6185
26/11/2023,17,11707.77101
27/11/2023,17,11328.98072
28/11/2023,17,13591.02429
29/11/2023,17,13588.68513
30/11/2023,17,13308.60482
1/12/2023,17,12214.83889
2/12/2023,17,11841.0303
3/12/2023,17,11415.8014
4/12/2023,17,12137.75667
5/12/2023,17,13661.64511
6/12/2023,17,12942.91605
7/12/2023,17,12630.02201
8/12/2023,17,12326.1263
9/12/2023,17,10827.48018
10/12/2023,17,11322.18598
11/12/2023,17,12181.70836
12/12/2023,17,13878.05811
13/12/2023,17,13406.82356
14/12/2023,17,14260.96844
15/12/2023,17,13162.91845
16/12/2023,17,12318.06488
17/12/2023,17,12282.14046
18/12/2023,17,12938.88795
19/12/2023,17,18184.049
20/12/2023,17,18422.09493
21/12/2023,17,17671.86055
22/12/2023,17,17672.03271
23/12/2023,17,16693.97126
24/12/2023,17,15638.86516
25/12/2023,17,15248.20338
26/12/2023,17,14496.91845
27/12/2023,17,13641.91583
28/12/2023,17,13312.25833
29/12/2023,17,13296.80208
30/12/2023,17,14390.87302
31/12/2023,17,16197.85155
1/1/2024,17,16243.87432
2/1/2024,17,14965.17054
3/1/2024,17,13490.37571
4/1/2024,17,13711.25104
5/1/2024,17,13873.38617
6/1/2024,17,12544.83095
7/1/2024,17,11828.8001
8/1/2024,17,13092.0753
9/1/2024,17,11086.61061
10/1/2024,17,10485.82239
11/1/2024,17,13935.29425
12/1/2024,17,11921.86025
13/01/2024,17,10813.84512
14/01/2024,17,14595.3471
15/01/2024,17,14190.46361
16/01/2024,17,12602.30371
17/01/2024,17,14180.41156
18/01/2024,17,14911.88784
19/01/2024,17,12819.7257
20/01/2024,17,12057.55851
21/01/2024,17,13620.95058
22/01/2024,17,13446.46033
23/01/2024,17,11848.59278
24/01/2024,17,11544.64513
25/01/2024,17,11513.5904
26/01/2024,17,11835.21018
27/01/2024,17,12733.76245
28/01/2024,17,12179.18867
29/01/2024,17,12055.34467
30/01/2024,17,13816.73335
31/01/2024,17,13583.85573
1/2/2024,17,12151.20607
2/2/2024,17,13295.20835
3/2/2024,17,13590.81161
4/2/2024,17,13043.57942
5/2/2024,17,12809.11275
6/2/2024,17,13119.04539
7/2/2024,17,12896.04355
8/2/2024,17,12273.5718
9/2/2024,17,11942.81542
10/2/2024,17,12288.41681
11/2/2024,17,12727.01089
12/2/2024,17,12956.65683
13/02/2024,17,13096.24529
14/02/2024,17,14184.88827
15/02/2024,17,14699.02459
16/02/2024,17,14034.43398
17/02/2024,17,14443.18511
18/02/2024,17,14235.03611
19/02/2024,17,13737.16302
20/02/2024,17,13352.96521
21/02/2024,17,12240.09348
22/02/2024,17,12157.23429
23/02/2024,17,12194.4439
24/02/2024,17,12523.07389
25/02/2024,17,12780.36874
26/02/2024,17,12241.84189
27/02/2024,17,12029.02873
28/02/2024,17,13086.45946
29/02/2024,17,14347.08258
1/3/2024,17,13777.7474
2/3/2024,17,12885.78904
3/3/2024,17,12753.86649
4/3/2024,17,12994.99669
5/3/2024,17,13674.12903
6/3/2024,17,12721.30068
7/3/2024,17,12863.47466
8/3/2024,17,14050.90577
9/3/2024,17,13585.5298
10/3/2024,17,12668.79497
11/3/2024,17,14291.40561
12/3/2024,17,15804.22028
13/03/2024,17,15866.78797
14/03/2024,17,15839.93698
15/03/2024,17,15870.23479
16/03/2024,17,15689.07769
17/03/2024,17,15525.55226
18/03/2024,17,16218.82966
19/03/2024,17,15406.68498
20/03/2024,17,14409.70863
21/03/2024,17,14583.17192
22/03/2024,17,14660.6664
23/03/2024,17,12544.66641
24/03/2024,17,12970.83702
25/03/2024,17,12396.57244
26/03/2024,17,12093.11057
27/03/2024,17,12820.30306
28/03/2024,17,13376.43123
29/03/2024,17,13207.10762
30/03/2024,17,13997.46074
31/03/2024,17,14297.61344
1/4/2024,17,13803.57508
2/4/2024,17,12726.9322
3/4/2024,17,11198.48495
4/4/2024,17,8630.386494
5/4/2024,17,10781.11706
6/4/2024,17,13668.65879
7/4/2024,17,14127.78668
8/4/2024,17,13605.96003
9/4/2024,17,13503.74636
10/4/2024,17,14084.78429
11/4/2024,17,14356.14657
12/4/2024,17,14994.70207
13/04/2024,17,17451.41482
14/04/2024,17,18499.164
15/04/2024,17,18326.70016
16/04/2024,17,18351.49895
17/04/2024,17,17323.43563
18/04/2024,17,16657.94938
19/04/2024,17,16985.10909
20/04/2024,17,17087.23378
21/04/2024,17,16800.27599
22/04/2024,17,16838.86697
23/04/2024,17,16349.24577
24/04/2024,17,15470.76933
25/04/2024,17,16326.46706
26/04/2024,17,16041.31561
27/04/2024,17,16081.47628
28/04/2024,17,15850.76545
29/04/2024,17,15739.29791
30/04/2024,17,15572.32653
1/5/2024,17,15776.1835
2/5/2024,17,15571.44254
3/5/2024,17,15565.3503
4/5/2024,17,15744.51848
5/5/2024,17,15673.38529
6/5/2024,17,15197.53174
7/5/2024,17,14356.61661
8/5/2024,17,14056.59385
9/5/2024,17,14834.20703
10/5/2024,17,15094.2879
11/5/2024,17,15120.77158
12/5/2024,17,15280.81354
13/05/2024,17,15403.50058
14/05/2024,17,15023.07797
15/05/2024,17,14349.22517
16/05/2024,17,14063.48766
17/05/2024,17,13871.24927
18/05/2024,17,13512.95575
19/05/2024,17,13416.84261
20/05/2024,17,13208.46064
21/05/2024,17,12575.98468
22/05/2024,17,12253.20117
23/05/2024,17,12387.38564
24/05/2024,17,12194.45386
25/05/2024,17,12057.2328
26/05/2024,17,11528.20419
27/05/2024,17,12105.04828
28/05/2024,17,12663.14814
29/05/2024,17,12536.78851
30/05/2024,17,12550.2695
31/05/2024,17,12296.36118
1/6/2024,17,12058.19872
2/6/2024,17,11886.96748
3/6/2024,17,11374.95866
4/6/2024,17,11428.14617
5/6/2024,17,11240.36322
6/6/2024,17,10894.28121
7/6/2024,17,11391.81076
8/6/2024,17,12370.45648
9/6/2024,17,12844.66035
10/6/2024,17,12981.88168
11/6/2024,17,13481.38581
12/6/2024,17,13462.46775
13/06/2024,17,13278.13184
14/06/2024,17,12652.0408
15/06/2024,17,12449.42231
16/06/2024,17,12283.00166
17/06/2024,17,11850.32428
18/06/2024,17,11909.16061
19/06/2024,17,11965.89631
20/06/2024,17,10991.09114
21/06/2024,17,10844.74046
22/06/2024,17,10511.77535
23/06/2024,17,9879.340242
24/06/2024,17,12349.36405
25/06/2024,17,13884.6165
26/06/2024,17,13832.78065
27/06/2024,17,14010.92099
28/06/2024,17,14857.48222
29/06/2024,17,14804.55671
30/06/2024,17,14601.66845
1/7/2024,17,14574.94389
2/7/2024,17,14445.71668
3/7/2024,17,13786.34541
4/7/2024,17,13305.42279
5/7/2024,17,12521.96828
6/7/2024,17,12591.6936
7/7/2024,17,13149.16255
8/7/2024,17,13039.49145
9/7/2024,17,12843.5828
10/7/2024,17,12369.48197
11/7/2024,17,12707.48962
12/7/2024,17,14376.13462
13/07/2024,17,14296.38019
14/07/2024,17,14269.31974
15/07/2024,17,13713.97911
16/07/2024,17,13432.81997
17/07/2024,17,13242.97853
18/07/2024,17,12876.22692
19/07/2024,17,12819.89735
20/07/2024,17,12318.81561
21/07/2024,17,11994.16299
22/07/2024,17,11685.86535
23/07/2024,17,11481.62557
24/07/2024,17,11993.34925
25/07/2024,17,12523.28991
26/07/2024,17,12665.74345
27/07/2024,17,13185.60442
28/07/2024,17,13011.42945
29/07/2024,17,12347.87032
30/07/2024,17,12049.36213
31/07/2024,17,11775.19831
1/8/2024,17,11610.16706
2/8/2024,17,11749.25014
3/8/2024,17,11424.19477
4/8/2024,17,11431.95801
5/8/2024,17,11664.65453
6/8/2024,17,11594.64327
7/8/2024,17,11443.71736
8/8/2024,17,11439.67711
9/8/2024,17,11690.33005
10/8/2024,17,13935.53942
11/8/2024,17,15763.22537
12/8/2024,17,16098.91014
13/08/2024,17,15920.03747
14/08/2024,17,15518.87475
15/08/2024,17,14626.19791
16/08/2024,17,13658.15151
17/08/2024,17,12760.13379
18/08/2024,17,11960.64044
19/08/2024,17,11317.39521
20/08/2024,17,11603.93986
21/08/2024,17,12433.43902
22/08/2024,17,13910.62112
23/08/2024,17,15065.95794
24/08/2024,17,14837.93304
25/08/2024,17,14076.36865
26/08/2024,17,13938.24015
27/08/2024,17,13743.56726
28/08/2024,17,12936.21473
29/08/2024,17,12720.38484
30/08/2024,17,12160.70464
31/08/2024,17,11571.17942
1/9/2024,17,11369.87297
2/9/2024,17,11761.06994
3/9/2024,17,11783.87845
4/9/2024,17,11926.34942
5/9/2024,17,11282.22985
6/9/2024,17,10492.5716
7/9/2024,17,10844.92362
8/9/2024,17,12789.23221
9/9/2024,17,11718.91134
10/9/2024,17,11261.94674
11/9/2024,17,11632.13844
12/9/2024,17,11604.29126
13/09/2024,17,11122.01416
14/09/2024,17,10795.14419
15/09/2024,17,10819.67884
16/09/2024,17,10848.59517
17/09/2024,17,10146.51548
18/09/2024,17,10006.35685
19/09/2024,17,9823.797935
20/09/2024,17,10423.59911
21/09/2024,17,11010.63716
22/09/2024,17,11307.96492
23/09/2024,17,11599.7525
24/09/2024,17,11432.67106
25/09/2024,17,11546.74347
26/09/2024,17,11082.13431
27/09/2024,17,10680.44744
28/09/2024,17,10654.47731
29/09/2024,17,10525.72418
30/09/2024,17,10119.89302
1/10/2024,17,10238.45814
2/10/2024,17,10459.63475
3/10/2024,17,10779.97642
4/10/2024,17,10244.91204
5/10/2024,17,9973.205378
6/10/2024,17,10339.68687
7/10/2024,17,10895.43638
8/10/2024,17,11051.46087
9/10/2024,17,11352.4787
10/10/2024,17,11652.45209
11/10/2024,17,11941.98549
12/10/2024,17,10923.53271
13/10/2024,17,9457.471159
14/10/2024,17,8217.585178
15/10/2024,17,9789.320291
16/10/2024,17,10357.838
17/10/2024,17,10548.75455
18/10/2024,17,10547.76919
19/10/2024,17,11062.75751
20/10/2024,17,10733.57295
21/10/2024,17,10599.12194
22/10/2024,17,10732.68079
23/10/2024,17,11138.81792
24/10/2024,17,10571.62949
25/10/2024,17,10882.199
26/10/2024,17,10714.15917
27/10/2024,17,10419.23212
28/10/2024,17,10246.45846
29/10/2024,17,14413.25493
30/10/2024,17,11747.15158
31/10/2024,17,9348.647303
1/11/2024,17,9187.287234
2/11/2024,17,10228.42769
3/11/2024,17,10315.51466
4/11/2024,17,10099.42564
5/11/2024,17,10402.93088
6/11/2024,17,10259.61946
7/11/2024,17,11048.25261
8/11/2024,17,10631.68361
9/11/2024,17,11032.57076
10/11/2024,17,10509.46079
11/11/2024,17,9338.00345
12/11/2024,17,10272.53585
13/11/2024,17,10415.98844
14/11/2024,17,10205.40699
15/11/2024,17,10057.80277
16/11/2024,17,10749.03283
17/11/2024,17,11532.71117
18/11/2024,17,11526.20198
19/11/2024,17,11482.66502
20/11/2024,17,10708.91592
21/11/2024,17,9278.14294
22/11/2024,17,10034.78335
23/11/2024,17,12886.13347
24/11/2024,17,13938.93717
25/11/2024,17,13871.8929
26/11/2024,17,13240.24082
27/11/2024,17,11431.3483
28/11/2024,17,9926.163759
29/11/2024,17,10238.48857
30/11/2024,17,11173.4225
1/12/2024,17,10753.52852
2/12/2024,17,9900.663187
3/12/2024,17,10178.93581
4/12/2024,17,10473.55108
5/12/2024,17,9902.093539
6/12/2024,17,12030.47929
7/12/2024,17,10530.69159
8/12/2024,17,9829.434639
9/12/2024,17,10309.60657
10/12/2024,17,9495.745853
11/12/2024,17,10681.67601
12/12/2024,17,13749.26121
13/12/2024,17,12676.82163
14/12/2024,17,11848.17134
15/12/2024,17,11391.71625
16/12/2024,17,10816.77369
17/12/2024,17,11782.40446
18/12/2024,17,11976.66974
19/12/2024,17,11975.29894
20/12/2024,17,11794.58987
21/12/2024,17,12441.37607
22/12/2024,17,12748.56885
23/12/2024,17,12400.23451
24/12/2024,17,11392.58638
25/12/2024,17,11889.91689
26/12/2024,17,11639.73487
27/12/2024,17,11275.88412
28/12/2024,17,10629.64535
29/12/2024,17,10318.48751
30/12/2024,17,10547.45225
31/12/2024,17,11501.82317
1/1/2025,17,10559.66989
2/1/2025,17,13114.52347
3/1/2025,17,13133.18403
4/1/2025,17,12450.18843
5/1/2025,17,13262.03506
6/1/2025,17,12625.50558
7/1/2025,17,12618.26892
8/1/2025,17,13003.75172
9/1/2025,17,11715.22162
10/1/2025,17,11648.59329
11/1/2025,17,10374.90076
12/1/2025,17,10352.95
13/01/2025,17,10307.73689
14/01/2025,17,10488.89745
15/01/2025,17,11096.87242
16/01/2025,17,11327.16169
17/01/2025,17,11818.89939
18/01/2025,17,12035.59633
19/01/2025,17,12271.58523
20/01/2025,17,13110.26803
21/01/2025,17,12756.00063
22/01/2025,17,12280.46188
23/01/2025,17,11815.01622
24/01/2025,17,11673.23663
25/01/2025,17,11384.84583
26/01/2025,17,11397.9565
27/01/2025,17,12493.46267
28/01/2025,17,10063.48562
29/01/2025,17,9742.1532
30/01/2025,17,11243.55365
31/01/2025,17,10062.08076
1/2/2025,17,10747.90843
2/2/2025,17,11411.16904
3/2/2025,17,10817.47404
4/2/2025,17,11758.65615
5/2/2025,17,12450.82403
6/2/2025,17,11308.64389
7/2/2025,17,11995.26879
8/2/2025,17,10924.55842
9/2/2025,17,10331.67517
10/2/2025,17,11085.61302
11/2/2025,17,10734.6847
12/2/2025,17,10251.89767
13/02/2025,17,9842.118157
14/02/2025,17,12612.69081
15/02/2025,17,11501.97449
16/02/2025,17,8756.583722
17/02/2025,17,12245.67085
18/02/2025,17,12826.57238
19/02/2025,17,11795.14685
20/02/2025,17,10481.51506
21/02/2025,17,10930.4155
22/02/2025,17,10967.72054
23/02/2025,17,10120.83403
24/02/2025,17,10024.48366
25/02/2025,17,9797.133213
26/02/2025,17,9366.206499
27/02/2025,17,9693.458774
28/02/2025,17,9831.598308
1/3/2025,17,9263.043241
2/3/2025,17,11237.80549
3/3/2025,17,11356.64648
4/3/2025,17,11800.74385
5/3/2025,17,10740.3964
6/3/2025,17,12276.14691
7/3/2025,17,13037.4935
8/3/2025,17,12446.29464
9/3/2025,17,10860.50435
10/3/2025,17,10827.10433
11/3/2025,17,10711.50556
12/3/2025,17,11437.39381
13/03/2025,17,11046.01171
14/03/2025,17,11382.11196
15/03/2025,17,10604.11727
16/03/2025,17,12163.90102
17/03/2025,17,13943.03904
18/03/2025,17,15235.42022
19/03/2025,17,16011.89567
20/03/2025,17,16960.56566
21/03/2025,17,17897.03174
22/03/2025,17,18347.60774
23/03/2025,17,17838.80494
24/03/2025,17,16507.35696
25/03/2025,17,16322.18998
26/03/2025,17,15857.59636
27/03/2025,17,15741.75722
28/03/2025,17,15079.83061
29/03/2025,17,14764.8785
30/03/2025,17,14162.05511
31/03/2025,17,15061.90887
1/4/2025,17,17294.75585
2/4/2025,17,17162.49567
3/4/2025,17,16310.40824
4/4/2025,17,17554.50874
5/4/2025,17,17435.71652
6/4/2025,17,17508.30086
7/4/2025,17,16795.30765
8/4/2025,17,15890.61076
9/4/2025,17,18177.02755
10/4/2025,17,16420.33848
11/4/2025,17,15041.88091
12/4/2025,17,15050.84261
13/04/2025,17,14918.17602
14/04/2025,17,15174.81365
15/04/2025,17,15574.27859
16/04/2025,17,16228.89418
17/04/2025,17,16605.38954
18/04/2025,17,16176.8363
19/04/2025,17,16061.38411
20/04/2025,17,16869.25041
21/04/2025,17,16127.91176
22/04/2025,17,15878.29466
23/04/2025,17,15966.68348
24/04/2025,17,15357.72806
25/04/2025,17,14689.6162
26/04/2025,17,13632.23384
27/04/2025,17,16886.44151
28/04/2025,17,18657.95995
29/04/2025,17,19446.96106
30/04/2025,17,19741.22381
1/5/2025,17,20278.9834
2/5/2025,17,19834.48215
3/5/2025,17,20737.05311
4/5/2025,17,20301.02586
5/5/2025,17,19782.14033
6/5/2025,17,19304.18915
7/5/2025,17,18377.20781
8/5/2025,17,17981.92815
9/5/2025,17,18018.38635
10/5/2025,17,18284.83108
11/5/2025,17,19178.87286
12/5/2025,17,18334.54073
13/05/2025,17,18104.87152
14/05/2025,17,18074.74477
15/05/2025,17,16933.30485
16/05/2025,17,16475.56437
17/05/2025,17,16771.23452
18/05/2025,17,17532.87529
19/05/2025,17,18326.54367
20/05/2025,17,18493.56713
21/05/2025,17,18196.49799
22/05/2025,17,17323.5877
23/05/2025,17,16185.56331
24/05/2025,17,16673.29172
25/05/2025,17,16773.95719
26/05/2025,17,16682.38078
27/05/2025,17,16255.50741
28/05/2025,17,15815.48026
29/05/2025,17,15572.21492
30/05/2025,17,15882.9097
31/05/2025,17,15921.44672
1/6/2025,17,16801.83858
2/6/2025,17,16068.30419
3/6/2025,17,16031.35271
4/6/2025,17,15341.6122
5/6/2025,17,14302.06162
6/6/2025,17,13891.4773
7/6/2025,17,13304.12104
8/6/2025,17,13243.04343
9/6/2025,17,13022.43691
10/6/2025,17,12912.11048
11/6/2025,17,13366.88317
12/6/2025,17,12448.98082
13/06/2025,17,12200.2082
14/06/2025,17,12240.77045
15/06/2025,17,12302.46509
16/06/2025,17,12177.51917
17/06/2025,17,12230.15125
18/06/2025,17,12002.37854
19/06/2025,17,10971.89224
20/06/2025,17,11857.56554
21/06/2025,17,12687.7063
22/06/2025,17,11813.04119
23/06/2025,17,12053.42283
24/06/2025,17,12286.6226
25/06/2025,17,12321.55864
26/06/2025,17,12750.16544
27/06/2025,17,12745.21417
28/06/2025,17,12793.45052
29/06/2025,17,13718.29047
30/06/2025,17,14270.98819
1/7/2025,17,14156.14587
2/7/2025,17,14425.90879
3/7/2025,17,13783.62471
4/7/2025,17,13999.20808
5/7/2025,17,13878.54656
6/7/2025,17,12849.38427
7/7/2025,17,13058.34957
8/7/2025,17,14163.54106
9/7/2025,17,13823.19558
10/7/2025,17,13481.91424
11/7/2025,17,13543.15567
12/7/2025,17,13519.86312
13/07/2025,17,13634.258
14/07/2025,17,14018.96428
15/07/2025,17,13789.03825
16/07/2025,17,13529.7721
17/07/2025,17,13348.50799
18/07/2025,17,14537.68256
19/07/2025,17,13849.37964
20/07/2025,17,12802.3637
21/07/2025,17,12491.87431
22/07/2025,17,12576.80926
23/07/2025,17,12271.94911
24/07/2025,17,11848.25736
25/07/2025,17,11168.67324
26/07/2025,17,11696.79085
27/07/2025,17,11617.83347
28/07/2025,17,11531.43804
29/07/2025,17,11604.51176
